,트레져팩토리,ADMA 바이오로직스,SCHWAB SHORT TERM US,워리어 멧 콜,플래닛 랩스,TIGER 조선TOP10,버크셔 해서웨이 B,오픈도어 테크놀로지,캐털리스트 파머슈티,인터내셔널 제너럴 인,TIGER 은행고배당플러스TOP10,아이라디메드,핏라이프 브랜즈,앰라이즈,아치 캐피털 그룹,타이드워터,미국달러,컴포트 시스템스 USA,앤테로 미드스트림,치어 홀딩스,유나이티드 스테이츠,쿠팡
2025-11-14,106.0,6.0,82.0,13.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,180.0,0.0,0.0,0.0,0.0,13.0,0.0
2025-11-15,106.0,6.0,82.0,13.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,180.0,0.0,0.0,0.0,0.0,13.0,0.0
2025-11-16,106.0,6.0,82.0,13.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,180.0,0.0,0.0,0.0,0.0,13.0,0.0
2025-11-17,106.0,6.0,82.0,13.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-18,106.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-19,127.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-20,127.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-21,127.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-22,127.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-23,127.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-24,127.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-25,127.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-26,127.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-27,127.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-28,157.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-29,157.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-11-30,157.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-01,186.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-02,186.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-03,186.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-04,186.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-05,186.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-06,186.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-07,186.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-08,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-09,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-10,194.0,6.0,82.0,13.0,36.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-11,194.0,6.0,82.0,13.0,36.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,126.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-12,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,95.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-13,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,95.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-14,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,95.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-15,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,95.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-16,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,95.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-17,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,146.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-18,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,156.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-19,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,156.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-20,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,156.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-21,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,156.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-22,194.0,6.0,82.0,13.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-23,194.0,6.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-24,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-25,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-26,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-27,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-28,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-29,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-30,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-12-31,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-01,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-02,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-03,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-04,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,20.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-05,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-06,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-07,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-08,194.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-09,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-10,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-11,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-12,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-13,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-14,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-15,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-16,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-17,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-18,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-19,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-20,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-21,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-22,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-23,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-24,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-25,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-26,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-27,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-28,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-29,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-30,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-01-31,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-02-01,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-02-02,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-02-03,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-02-04,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-02-05,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-02-06,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
2026-02-07,194.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,95.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,17.0,0.0
